image_path,actual,predicted,control,cleaned_actual,cleaned_predicted,cleaned_control,sbert,control_sbert,use,control_use,clip,control_clip
00206969-018_Kalodimos_TIF.jpg,"{'description': '00206969-018, 05-23-19, staff location portraits, individuals, researchers, Bruker Ascend 1.1 GHz magnet, NMR, man, male, Babis Kalodimos PhD (Structural Biology),'}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Ascend, man, magazine, blue, suit, glasses, blue light, blue screen","USER:  
 Generate a description. 
ASSISTANT: The image features a large, modern hospital with a large dome-shaped roof, surrounded by","staff location portraits, individuals, researchers, Bruker Ascend 1.1 GHz magnet, NMR, man, male, Babis Kalodimos PhD (Structural Biology),","blue light, Ascend, blue screen, suit, magazine, man, glasses, blue","The image features a large, modern hospital with a large dome-shaped roof, surrounded by",0.3187499940395355,0.1584722101688385,0.021403119,0.056639463,0.28161531686782837,0.5614681243896484
00214636-006_TIF.jpg,"{'description': '00214636-006, 07-01-21, campus aerial, campus exterior, Hope garden, drone'}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Hope, heart, love, garden, path, flowers, mosaic, mural, garden","USER:  
 Generate a description. 
ASSISTANT: The image features a row of fourteen identical machines, each with a set of fourteen identical bott","campus aerial, campus exterior, Hope garden, drone","Hope, flowers, path, mosaic, love, heart, mural, garden","The image features a row of fourteen identical machines, each with a set of fourteen identical bott",0.36590808629989624,0.12483006715774536,0.2874825,-0.06463096,0.4110451936721802,0.5755656957626343
00204697-010_TIF.jpg,"{'description': '00204697-010, 01-31-19, research instruments, laboratory, reagent bottles, glassware, cleaning, autoclave,'}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: glass, vial, vials, glassware, glassware containers, glassware containers,","USER:  
 Generate a description. 
ASSISTANT: The image features a blue light illuminating a series of blue plastic bottles. The bott","research instruments, laboratory, reagent bottles, glassware, cleaning, autoclave,",", vial, glassware, vials, glass, glassware containers",The image features a blue light illuminating a series of blue plastic bottles. The bott,0.6181771159172058,0.3347562551498413,0.65429616,0.16518816,0.8573487401008606,0.5849941968917847
00206966-004_Abraham_TIF.jpg,"{'description': '00206966-004, 05-23-19, staff - location portraits, office, Computational Biology, male, Brian Abraham,'}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Man, laptop, colorful screen, colorful monitor, colorful display, colorful laptop,","USER:  
 Generate a description. 
ASSISTANT: The image shows a group of three men standing in a room, each holding a piece of paper.","staff - location portraits, office, Computational Biology, male, Brian Abraham,",", colorful display, laptop, colorful monitor, Man, colorful laptop, colorful screen","The image shows a group of three men standing in a room, each holding a piece of paper.",0.3270294964313507,0.32647719979286194,0.04411762,0.16207463,0.6423382759094238,0.5311719179153442
00213077-009_TIF.jpg,"{'description': '00213077-009, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, lamp posts, street lights, flags, banners,'}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: St. Charles Hospital, St. Charles, St. Charles Hospital, St. Charles Hospital, St","USER:  
 Generate a description. 
ASSISTANT: The image features a large collection of glass tubes filled with various types of liquid. The tubes","campus exteriors, campus details, fall, seasons, leaves, trees, lamp posts, street lights, flags, banners,","St. Charles, St. Charles Hospital, St",The image features a large collection of glass tubes filled with various types of liquid. The tubes,0.12108518928289413,0.17570151388645172,0.052707475,0.01329454,0.6263537406921387,0.6236850619316101
00204787-022_TIF.jpg,"{'description': '00204787-022, 02-05-19, research instruments, laboratory, 96 channel pipette,'}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Metadata keywords: glass, tube, tube, tube, tube, tube","USER:  
 Generate a description. 
ASSISTANT: The image shows a person wearing gloves and a white lab coat, holding a microscope","research instruments, laboratory, 96 channel pipette,","tube, Metadata keywords: glass","The image shows a person wearing gloves and a white lab coat, holding a microscope",0.273637056350708,0.22387582063674927,0.16238019,0.21135092,0.5815717577934265,0.5341220498085022
10001677-029-V1_TIF.jpg,"{'description': '10-05-22, Campus exterior, i4ARC, ARC, research tower, drone, evening, Inspiration Advanced Research Center'}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Inspiration, advanced research, building, glass, glass window, glass door, glass doorway","USER:  
 Generate a description. 
ASSISTANT: The image features a close-up of a machine that is focused on a small object, possibly a","Campus exterior, i4ARC, ARC, research tower, drone, evening, Inspiration Advanced Research Center","glass door, advanced research, glass doorway, Inspiration, glass window, building, glass","The image features a close-up of a machine that is focused on a small object, possibly a",0.3870720863342285,0.1897210031747818,0.2679798,-0.008062325,0.6307287216186523,0.6613903045654297
00201431-028_TIF.jpg,"{'description': '00201431-028, 08-15-18, Administration, staff - location portraits, individuals, presentation speaker, James (Jim) Downing MD (St. Jude CEO and President),'}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Man, suit, tie, speech, presentation, audience, stage, microphone, podium,","USER:  
 Generate a description. 
ASSISTANT: The image shows a person, likely a scientist, working on a table with several small plastic","Administration, staff - location portraits, individuals, presentation speaker, James (Jim) Downing MD (St. Jude CEO and President),",", microphone, podium, audience, suit, presentation, speech, tie, Man, stage","The image shows a person, likely a scientist, working on a table with several small plastic",0.3333643674850464,0.1785660833120346,0.20438139,0.11006068,0.7365801930427551,0.570561408996582
00202381-006_TIF.jpg,"{'description': '00202381-006, 09-21-18, Memphis views, aerials, drone view, downtown Memphis, cityscape, sunrise,'}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: City skyline, sunset, cityscape, bridge, river, water, boats, boats","USER:  
 Generate a description. 
ASSISTANT: The image features a large building with a glass dome on its roof, surrounded by trees. The","Memphis views, aerials, drone view, downtown Memphis, cityscape, sunrise,","City skyline, water, bridge, sunset, cityscape, river, boats","The image features a large building with a glass dome on its roof, surrounded by trees. The",0.5109368562698364,0.23144596815109253,0.31664756,0.14192697,0.45382916927337646,0.4566759169101715
00207400-092_TIF.jpg,"{'description': '00207400-092, 06-21-19, Board of Governors, Board Tribute Dinner,  DEC, Camille Sarrouf Jr,'}","USER:  
 Generate a comma separated list of high-quality metadata keywords (ONLY KEYWORDS). 
ASSISTANT: Audience, speaker, microphone, podium, podium stand, podium stand with","USER:  
 Generate a description. 
ASSISTANT: The image features a woman wearing a white lab coat, standing in front of a yellow wall.","Board of Governors, Board Tribute Dinner,  DEC, Camille Sarrouf Jr,","microphone, speaker, Audience, podium, podium stand with, podium stand","The image features a woman wearing a white lab coat, standing in front of a yellow wall.",0.19509026408195496,-0.004203388467431068,0.09236595,-0.04312538,0.6813355088233948,0.23362404108047485
